Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
17/01/2023,"3 SUNSET AVENUE, RIVERCHAPEL, GOREY",Wexford,Y25YK23,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.67472,-6.2925
21/02/2023,"21 MONTGOMERY COURT, FOLEY ST, DUBLIN 1",Dublin,D01DP83,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/08/2023,"3 CLARA ROAD, MOATE, CO WESTMEATH",Westmeath,N37X650,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3939245,-7.7097046
17/07/2023,"KILBRIEN, BALLINAMULT, WATERFORD",Waterford,E91H798,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.21111,-7.73667
21/07/2023,"2 HARBOUR VIEW, COBH, CORK",Cork,P24RW98,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8516387,-8.2871019
20/12/2023,"33 Mon na Ri, Kilworth, Co Cork",Cork,,"€348,017.62",No,Yes,New Dwelling house /Apartment,,52.17639,-8.24417
16/03/2023,"11 Oak Manor, The Willows, Dunshaughlin",Meath,,"€374,449.34",No,Yes,New Dwelling house /Apartment,,53.5072656,-6.532552
30/03/2023,"103 RIVER VILLAGE, ATHLONE, ROSCOMMON",Roscommon,N37F9F7,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4211933,-7.9999104
03/02/2023,"27 RAFTERS RD, DRIMNAGH, DUBLIN 12",Dublin,D12YN77,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/10/2023,"66 LEIN ROAD, ARTANE, DUBLIN 5",Dublin,D05DY77,"€366,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
08/06/2023,"27 Kestrel Manor, Platin Road, Drogheda",Louth,,"€286,300.00",No,Yes,New Dwelling house /Apartment,,53.71889,-6.34778
16/05/2023,"77 THE GRANGE, DONORE, MEATH",Meath,A92CXN4,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6921801,-6.4146593
22/05/2023,"66 ASH GROVE, KILL AVENUE, DUN LAOGHAIRE",Dublin,A96RK77,"€423,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/08/2023,"85 ARDILAUN RD, NEWCASTLE, GALWAY",Galway,H91Y6HF,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2804571,-9.0699738
12/12/2023,"722 VIRGINIA HEIGHTS, SPRINGFIELD, DUBLIN 24",Dublin,D24FX5A,"€210,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.2866131,-6.3787219
02/12/2023,"8 PARKLEIGH ROAD, SEVEN MILLS, CLONBURRIS",Dublin,D22P5X7,"€374,449.33",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
27/01/2023,"14 CONNELL DR, NEWBRIDGE, KILDARE",Kildare,W12Y042,"€340,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.1817076,-6.7856281
22/05/2023,"CROSSNA, KNOCKVICAR, BOYLE",Roscommon,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.96667,-8.3
14/11/2023,"13 SCARRIFF HOUSE, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin,D15EV29,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
07/07/2023,"APARTMENT 27 THORNHILL OAKS, CHERRY GARTH, MOUNT MERRION",Dublin,,"€643,171.80",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
23/05/2023,"39 RUSHEEN ARD, CALTRAGH, SLIGO",Sligo,F91R62N,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
10/05/2023,"43 BLACKWATER ABBEY, NAVAN, MEATH",Meath,C15A6P7,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6601457,-6.6867446
23/06/2023,"16 ST MARYS CLOSE, CARRICK ON SHANNON, LEITRIM",Leitrim,N41ED29,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9467236,-8.0959952
27/11/2023,"5 The Court, Grey Abbey View, Kildare Town",Kildare,,"€339,207.00",No,Yes,New Dwelling house /Apartment,,53.15611,-6.91444
13/09/2023,"80 THE AVENUE, WOODPARK, BALLINTEER DUBLIN 16",Dublin,D16N732,"€527,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2754401,-6.2463261
01/03/2023,"FARRAN, ARDAGH, LIMERICK",Limerick,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.49444,-9.06306
31/05/2023,"31 GERALDSTOWN WOODS, SANTRY AVENUE, SANTRY",Dublin,D09PH64,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,,,
27/02/2023,"4 Gleann an Fhia, Gurteenroe, Macroom",Cork,,"€279,735.00",No,Yes,New Dwelling house /Apartment,,51.9,-8.95
01/09/2023,"15 Derrymore, Tulla Road, Ennis",Clare,,"€343,612.00",No,Yes,New Dwelling house /Apartment,,52.84361,-8.98639
29/09/2023,"25 RAYMOND ST, DUBLIN 8, DUBLIN",Dublin,D08E5A0,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3340332,-6.2768521
08/09/2023,"8 Glenbourne, Ballinaglanna, Glanmire",Cork,,"€426,976.00",No,Yes,New Dwelling house /Apartment,,51.91583,-8.39972
27/06/2023,"165 Station Walk, Rickardstown, Newbridge",Kildare,,"€370,044.05",No,Yes,New Dwelling house /Apartment,,53.18194,-6.79667
21/07/2023,"20 WOODSIDE, LEIXLIP, CO.KILDARE",Kildare,W23F343,"€241,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.3735733,-6.5003047
18/12/2023,"FARNABLARE EAST, ATHENRY, GALWAY",Galway,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.29639,-8.74306
03/07/2023,"7 RAILWAY VILLAGE, JENKINSTOWN, DUNDALK",Louth,A91WR66,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0026853,-6.267778
16/08/2023,"59 CURRAGH HALL CRESCENT, TYRRELSTOWN, DUBLIN 15",Dublin,D15E2YN,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/11/2023,"50 ARDGILLEN LAWN, ARDGILLEN HEIGH, BALBRIGGAN",Dublin,K32WR66,"€342,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
06/07/2023,"20 CEDARS COURT, ROSSLARE STRAND, WEXFORD",Wexford,Y35XK44,"€262,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.28333,-6.38333
15/09/2023,"BALLYBROGAN, LECARROW, ROSCOMMON",Roscommon,F42E180,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5335273,-8.0153493
07/02/2023,"3 EMMETT COURT, EMMETT ST, BIRR",Offaly,R42XK24,"€95,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.09139,-7.91333
23/03/2023,"23 CLARE ST, DUBLIN RD, LIMERICK CITY",Limerick,V94Y5YY,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
25/10/2023,"1 MILLHOUSE RETIRMENT VILLAGE, NEW ROSS, WEXFORD",Wexford,Y34WF97,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.39667,-6.93667
19/05/2023,"APT 4    THE PAVILLION, CENTRAL PARK, CARRICK ON SHANNON",Leitrim,N41FY99,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.94694,-8.09
02/03/2023,"53 ST MOLLERANS, CARRICK ON SUIR, TIPPERARY",Tipperary,E32YN99,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
18/07/2023,"4 OLD CORK RD, MIDLETON, CORK RD",Cork,P25YK79,"€43,724.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
16/03/2023,"20 BERWICK HALL, CHURCHTOWN, DUBLIN 14",Dublin,D14T9Y2,"€458,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2942531,-6.269174
25/08/2023,"242 Oldtown Woods, Celbridge",Kildare,,"€308,370.00",No,Yes,New Dwelling house /Apartment,,53.3401631,-6.5566837
13/12/2023,"CORBALLY LODGE, NEWBRIDGE, KILDARE",Kildare,W12FW32,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.18194,-6.79667
13/02/2023,"MOYLE BIG, KELLISTOWN, CARLOW",Carlow,R93P9E8,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.8018888,-6.8532078
14/06/2023,"36 leana mor, cappagh road, galway",Galway,,"€374,449.34",No,Yes,New Dwelling house /Apartment,,53.27194,-9.04889
06/12/2023,"88 BEATTY PARK, CELBRIDGE, CO KILDARE",Kildare,W23F751,"€346,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3456706,-6.5463576
10/11/2023,"55 B SIDMONTON GARDENS, BRAY, WICKLOW",Wicklow,A98XY51,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1985721,-6.1029381
27/11/2023,"EDEN HOUSE, BALLINALEE RD, LONGFORD",Longford,N39D8F7,"€448,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
02/03/2023,"APT 12, 12 ADELAIDE RD, DUBLIN 2",Dublin,D02P224,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3326031,-6.2597207
28/07/2023,"BALLINLOUGH, CARRIGEEN, VIA WATERFORD",Kilkenny,,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
06/06/2023,"TULLYGULLION, KILCOGY, CAVAN",Cavan,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.83333,-7.41667
30/05/2023,"47 Effernock Green, Effernock, Trim",Meath,,"€365,638.77",No,Yes,New Dwelling house /Apartment,,53.5484685,-6.7762543
27/09/2023,"1 KEADEEN PARK, NEWBRIDGE, KILDARE",Kildare,W12YN93,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.18194,-6.79667
29/03/2023,"14 CRESTWOOD, KILTERAGH, DOORADOYLE",Limerick,V94V2PT,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6368447,-8.6375533
26/05/2023,"104 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",Dublin,D04E443,"€1,330,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3344364,-6.2218282
08/11/2023,"ARDLEEN, 39 WILTON GARDENS, WILTON",Cork,T12TYX0,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
15/05/2023,"77 SPRINGFORT, MIDDLE GLANMIRE RD, MONTENOTTE",Cork,T23TYH4,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
11/07/2023,"31 CHERRYFIELD PARK, HARTSTOWN, CLONSILLA DUBLIN 15",Dublin,D15N2NC,"€343,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/01/2023,"Apartments 5 & 9, CUIRT UISCE  DOUGHISKA, GALWAY",Galway,H91XN83,"€433,846.00",No,No,Second-Hand Dwelling house /Apartment,,53.27861,-8.97389
06/10/2023,"7 BROAD STREET, CHARLEVILLE, CO CORK",Cork,P56HK16,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.3550431,-8.6819115
11/08/2023,"48 HAWTHORN AVE, WOODLAWN, BALLYCASHEEN",Kerry,V93E2CR,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
16/06/2023,"36 BRU NA GRUADAN, CASTLETROY, LIMERICK",Limerick,V94X3K0,"€153,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.6617686,-8.5750638
25/04/2023,"APT 1 BLOCK 2, WOODFORD, WHEATON HALL",Louth,,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.94861,-6.54139
17/04/2023,"22 DALE RD, KILMACUD, STILLORGAN",Dublin,A94KW50,"€12,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.28705,-6.2132223
19/05/2023,"62 THE AVENUE, GARDEN VILLAGE, KILPEDDER",Wicklow,A63EA49,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.10917,-6.10667
21/12/2023,"8 THE DRIVE, WOODPARK, BALLINTEER DUBLIN 16",Dublin,D16E862,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2752653,-6.247346
23/01/2023,"RATHMEW, DONAMON, CO. ROSCOMMON",Roscommon,F42A430,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
24/07/2023,"1 ORANBAY APTS, ORANHILL, ORANMORE",Galway,H91P9ER,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.26833,-8.92
30/06/2023,"36 BURROWFIELD RD, SUTTON, DUBLIN 13",Dublin,D13N6X8,"€500,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.3927275,-6.1227093
12/04/2023,"210 BRACKEN HILL, SANDYFORD, DUBLIN 18",Dublin,D18V259,"€318,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2704619,-6.2370527
14/02/2023,"ST BRIGIDS, BALLINDERRY, MULLINGAR",Westmeath,N91A6X0,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.53333,-7.35
20/06/2023,"2 Rathborne Row, Rathborne Boulevard, Ashtown",Dublin,,"€524,229.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
26/04/2023,"32 SWEETBRIAR, CLONMEL, TIPPERARY",Tipperary,E91Y7K6,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.3584173,-7.6966869
30/11/2023,"3 Deerpark Drive, Williamstown",Waterford,,"€260,352.42",No,Yes,New Dwelling house /Apartment,,52.25833,-7.11194
04/05/2023,"1 NEAGH RD, TERENURE, DUBLIN 6W",Dublin,D6WN720,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3134433,-6.2896693
02/03/2023,"APT 301, CASTLEFORBES SQ, DUBLIN 1",Dublin,D01KW93,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.349606,-6.2315441
19/04/2023,"DANGAN, KILMACOW, CO KILKENNY",Kilkenny,X91XE02,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.3230098,-7.1737505
06/07/2023,"COPPERLEAVES, MULLIBRO, NEWRATH",Waterford,X91Y3E8,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
17/02/2023,"12 RIVERDALE, GREEN ALLEY, ATHY",Kildare,R14E335,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.99139,-6.98028
28/04/2023,"28 LISTOKE ELMS, BALLYMAKENNY ROAD, DROGHEDA",Louth,,"€320,569.00",No,Yes,New Dwelling house /Apartment,,53.71889,-6.34778
14/03/2023,"1 CROTTA WOOD, KILFLYNN, TRALEE",Kerry,V92C4E0,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
06/11/2023,"GREENHILLS, VIRGINIA RD, BAILIEBOROUGH",Cavan,A82FD79,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.91667,-6.96667
19/01/2023,"339 COLLINSWOOD, COLLINS AVENUE, DUBLIN 9",Dublin,D09Y2N0,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/04/2023,"30 RATHEVAN CLOSE, PORTLAOISE, CO LAOIS",Laois,R32H336,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.0489327,-7.2713777
28/02/2023,"184 PREMIER SQ, FINGLAS RD, DUBLIN",Dublin,D11YP52,"€210,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/11/2023,"ROBIN HILL, BALLYGLAN, WOODSTOWN",Waterford,X91W2W0,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.19667,-7.01
14/03/2023,"15 CARYSFORT COTTAGES, DALKEY, COUNTY DUBLIN",Dublin,A96PF63,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.38046,-6.27113
11/10/2023,"KILCRAHEEN, BALLYMACODA, CORK",Cork,P25YN73,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89,-7.9325
25/04/2023,"ATLANTIC EDGE, CARROWKEEL, MURRISK",Mayo,F28DW20,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.78333,-9.65
19/05/2023,"23 LUTTRELLSTOWN DALE, CASTLEKNOCK, DUBLIN 15",Dublin,D15N6V4,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3715996,-6.4008825
24/11/2023,"27 Longfield Park, Boherlahan, Cashel",Tipperary,,"€251,101.00",No,Yes,New Dwelling house /Apartment,,52.47333,-8.15583
24/07/2023,"KEEREAN, BAILE NA HABHAINN P O, BAILE NA HABHAINN",Galway,H91NWX5,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
10/10/2023,"DUN MHUIRE, MAIN STREET, BUTTEVANT",Cork,P51H9H0,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.23333,-8.66667
26/10/2023,"9 Ferrard Park, The Twenties, Drogheda",Louth,,"€281,938.00",No,Yes,New Dwelling house /Apartment,,53.71889,-6.34778
11/10/2023,"140 PEARSE RD, BALLYPHEHANE, CORK",Cork,T12Y5X4,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8821102,-8.4715111
15/06/2023,"No 4 The Old Creamery, Dangan Upper, Kilmacow",Kilkenny,,"€333,000.00",Yes,Yes,New Dwelling house /Apartment,,52.30611,-7.17167
15/06/2023,"SONNAGH, CHARLESTOWN, CO MAYO",Mayo,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.96417,-8.79417
27/01/2023,"1 LIOSCARRIG DR, CAHERSLEE, TRALEE",Kerry,V92H2P9,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2745256,-9.7215607
25/10/2023,"11 COLLEGE AVENUE, COLLEGE PARK, CALLAN ROAD",Kilkenny,R95Y897,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
04/01/2023,"CAMBER, CORRIGA, LEITRIM",Leitrim,H12TF44,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.93333,-7.68333
15/05/2023,"1 CAIRNHILL MEADOWS, KILCULLEN, CO. KILDARE",Kildare,R56YD79,"€374,449.34",No,Yes,New Dwelling house /Apartment,,53.13028,-6.74444
16/05/2023,"24 ST ENDAS PARK, RATHFARNHAM, DUBLIN 14",Dublin,D14H521,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2882156,-6.2845462
24/11/2023,"11A SEMINARY RD, BLACKPOOL, CORK",Cork,T23Y8H1,"€185,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.9095676,-8.4763143
21/07/2023,"CLONOOSE, BALLYHEELAN, KILNALECK",Cavan,A82D2P7,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.86667,-7.31667
07/03/2023,"81 CRIEVE MOR AVENUE, CRIEVESMITH, LETTERKENNY",Donegal,,"€255,066.00",No,Yes,New Dwelling house /Apartment,,54.95,-7.73333
21/09/2023,"37 GLENDUN RD, WHITEHALL, DUBLIN 9",Dublin,D09EP29,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3865583,-6.2471758
06/12/2023,"29 Ballymakenny Avenue, ballymakenny park, drogheda",Louth,,"€375,000.00",No,Yes,New Dwelling house /Apartment,,53.71889,-6.34778
06/07/2023,"8 THE LIGHTHOUSE, MARINA VILLAGE, ARKLOW",Wicklow,Y14PK30,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.79306,-6.14139
26/10/2023,"BALLINAGITAGH, KILCONLY, TUAM",Galway,H54VK10,"€472,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
19/12/2023,"CAHERCON, KILDYSART, CO CLARE",Clare,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.6417087,-9.1526081
15/02/2023,"TULLY, DRUMCLIFFE, SLIGO",Sligo,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.33333,-8.5
16/03/2023,"7 CRUAGH GREEN, ENNISKERRY RD, STEPASIDE DUBLIN 18",Dublin,D18VW72,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/05/2023,"25 KAVANAGH HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15",Dublin,D15KX27,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
02/06/2023,"APT 10, RAGLAN HALL, CLYDE RD DUBLIN 4",Dublin,D04RW31,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
05/04/2023,"155 CHARLESLAND WOOD, GREYSTONES, WICKLOW",Wicklow,A63HT91,"€517,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1294532,-6.0655978
23/08/2023,"68 River Walk, Ballymore Eustace",Kildare,,"€471,366.00",No,Yes,New Dwelling house /Apartment,,53.13333,-6.61667
24/11/2023,"705 COLLINS AVE, SANTRY, DUBLIN 9",Dublin,D09Y8N0,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.387036,-6.2563263
05/01/2023,"22 LENABOY PARK, SALTHILL, GALWAY",Galway,H91KFA0,"€815,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2637653,-9.0749201
13/10/2023,"65 The Avenue, Bracken Hill, Kilmessan",Meath,,"€277,533.00",No,Yes,New Dwelling house /Apartment,,53.55882,-6.65895
05/07/2023,"118 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15",Dublin,D15DR64,"€249,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
07/09/2023,"GLENBANE, BALLINGLANNA, LATTIN",Tipperary,,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
08/08/2023,"26 ALEXANDRA PARK, CLANE, CO. KILDARE",Kildare,W91E8F5,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2905119,-6.6795517
14/11/2023,"21 MOYLARAGH CRESENT, BALBRIGGAN, DUBLIN",Dublin,K32PY17,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/08/2023,"38 WATERVILLE TERRACE, DUBLIN 15",Dublin,D15F8X6,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/10/2023,"APT 21, WOODFIELD HALL, BLARNEY",Cork,T23NH79,"€245,500.00",No,No,Second-Hand Dwelling house /Apartment,,51.9396144,-8.5616063
15/05/2023,"STICKENS, CARAGH, KILDARE",Kildare,W91W1WP,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.256622,-6.7469439
